City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
701,Liverpool,GB,53.4106,-2.9779,54.68,86,0,4.0,clear sky
702,Navoi,UZ,40.0844,65.3792,44.08,53,1,9.22,clear sky
703,Lima,PE,-12.0432,-77.0282,68.9,71,40,13.8,scattered clouds
704,Ambilobe,MG,-13.2,49.05,75.29,80,80,6.6,broken clouds
705,Salinopolis,BR,-0.6136,-47.3561,81.41,81,1,11.9,clear sky
706,Bhadra,IN,29.1167,75.1667,68.23,74,0,4.34,clear sky
707,Muzhi,RU,65.3667,64.6667,24.94,83,97,5.21,overcast clouds
708,Kungurtug,RU,50.5994,97.5228,27.93,73,74,2.68,broken clouds
709,Mareeba,AU,-17.0,145.4333,85.32,66,6,9.46,clear sky
710,Sorong,ID,-0.8833,131.25,81.82,80,99,7.61,overcast clouds
711,Goya,AR,-29.14,-59.2626,64.44,42,1,0.94,clear sky
712,Broken Hill,AU,-31.95,141.4333,58.71,38,0,10.36,clear sky
